Title,factory_name,date_reported,num_affected,buyers,response_action,allegation_summary,issue_groups,Response Link,source_link,factory_lower
#174 - GTIG Huasheng (Myanmar),GTIG Huasheng (Myanmar),2022-11-08,50.0,"PEP&CO (Buyer),Primark (part of Associated British Foods) (Former buyer)","GTIG Huasheng (Myanmar) allegedly supplies to Pep&Co and supplied Primark; Pep&Co and Primark provided a response to a request for comment from the Resource Centre. In November 2022, Primark stated it no longer sources from the factory, and Pep&Co stated it would cease operations with the factory after its final order was completed.","In November 2022, it was reported that over 50 day labourers were suspended from their jobs after they disclosed labour rights violations at the factory and went on strike.","Attacks on freedom of association,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-over-50-day-labourers-reportedly-dismissed-from-factory-supplying-primark-pepco-inc-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-factory-allegedly-violating-workers-rights-incl-suspending-over-50-union-members/?utm_source=mosaic&utm_medium=api,gtig huasheng (myanmar)
#173 - Kaixi Myanmar Fashion,Kaixi Myanmar Fashion,2022-11-05,5000.0,"Inditex (Reported buyer),Primark (part of Associated British Foods) (Former buyer)","Kaixi Myanmar Fashion allegedly supplies to Primark and Inditex; Both brands provided a response to a request for comment from the Resource Centre. Inditex stated it does not source from the factory.
In January 2024, Primark informed us last orders in Myanmar were handed over in October 2023.","In November 2022, it was reported that workers at Kaixi Myanmar Fashion were facing a series of violations at the factory, including mandatory overtime, verbal abuse, excessive production targets and wage deductions.","Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-series-of-workers-rights-violations-at-factory-incl-wage-deductions-excessive-production-targets-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-garment-factory-reportedly-forced-to-work-overtime-against-their-will-face-verbal-abuse-if-targets-are-not-met/?utm_source=mosaic&utm_medium=api,kaixi myanmar fashion
#172 - New Handsome Industry,New Handsome Industry,2022-11-05,,CMP Sport (Reported buyer),"New Handsome Industry supplies to CMP Sport; CMP Sport provided a response to a request for comment from the Resource Centre, stating it does not source from the factory.","In November 2022, it was reported that the New Handsome Industry Co. factory had closed without paying workers their compensation.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-garment-factory-closes-without-paying-workers-full-compensation-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-dismissed-without-full-compensation-incl-pregnant-elderly-workers/?utm_source=mosaic&utm_medium=api,new handsome industry
#171 - New Handsome Industry,New Handsome Industry,2022-11-05,2.0,CMP Sport (Reported buyer),"New Handsome Industry supplies to CMP Sport; CMP Sport provided a response to a request for comment from the Resource Centre, stating it does not source from the factory.","In November 2022, it was reported that two workers at the factory were dismissed without receiving full compensation.","Reduced wages and wage theft,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-garment-factory-closes-without-paying-workers-full-compensation-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-dismissed-without-full-compensation-incl-pregnant-elderly-workers/?utm_source=mosaic&utm_medium=api,new handsome industry
#170 - Cotton Textile Garment (Myanmar),Cotton Textile Garment (Myanmar),2022-11-05,1000.0,,,"In November 2022, it was reported that Cotton Textile Garment (Myanmar) had cut the wages of over one thousand workers.",Reduced wages and wage theft,,https://www.business-humanrights.org/en/latest-news/myanmar-over-1000-garment-workers-allegedly-face-wage-cuts-at-garment-factory/?utm_source=mosaic&utm_medium=api,cotton textile garment (myanmar)
#169 - Myanmar Tencent Fashion Garment,Myanmar Tencent Fashion Garment,2022-11-04,400.0,,,"On 7 September 2022, the factory management at Myanmar Tencent Fashion Garment allegedly informed workers the factory would stop operations for three months, and asked workers to not take their wages during this period. On 16 September workers were then informed that the factory had to lay off workers, despite new workers being hired on 6 September. On 23 September many workers were called to sign a contract agreeing to the layoff, but they refused and complained to the relevant government offices. The factory management told the government office they could not pay the salary they owed workers on 5 September. Workers demanded a month’s salary and unpaid dues, but the management declined and instead said they would be able to give the wages for just 23 days.","Reduced wages and wage theft,Unfair dismissal",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-refuse-to-sign-lay-off-agreements-with-factory-demand-unpaid-wages/?utm_source=mosaic&utm_medium=api,myanmar tencent fashion garment
#168 - Pou Chen,Pou Chen,2022-11-03,2000.0,adidas (Buyer),Pou Chen allegedly supplied to adidas; adidas provided a response to a request for comment from journalists.,"In October 2022, the factory owners called the military during protests at the factory, which led to workers being threatened with arrest by soldiers and police officers if they protested, or if factory equipment was damaged during protests. This led to the strike being called off.","Business-military collusion,Harassment intimidation and abuse",https://www.ecotextile.com/2022110330014/social-compliance-csr-news/adidas-supplier-sacked-striking-workers.html,https://www.business-humanrights.org/en/latest-news/myanmar-thirty-nine-trade-union-leaders-at-adidas-supplier-reportedly-dismissed-after-strikes-over-pay-working-conditions/?utm_source=mosaic&utm_medium=api,pou chen
#167 - Wi Ye Garment Factory,Wi Ye Garment Factory,2022-10-29,300.0,Calliope (Buyer),Wi Ye Garment Factory allegedly supplies to Calliope; Calliope did not provide a response to a request for comment from the Resource Centre.,"In October 2022, it was reported that workers at the Wi Ye Garment Factory were facing a series of violations, including denial of employment contracts, mandatory overtime, insufficient meals for workers working overnight shifts, poor ventilation for workers sleeping in the factory during overnight shifts, workers' bonuses reduced if they return home early from the night shift, limited toilets and water facilities, workers refused access to toilets or water between 8am-10am, reduced pay if workers take sick leave, and low wages.","Denial of leave,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-factory-reportedly-forces-workers-to-work-overnight-shifts-under-poor-working-conditions-or-face-bonus-cuts-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-several-rights-violations-reported-at-garment-factory-incl-mandatory-overtime-denial-of-water-toilet-facilities-poverty-wages/?utm_source=mosaic&utm_medium=api,wi ye garment factory
#166 - Pou Chen,Pou Chen,2022-10-29,39.0,adidas (Buyer),Pou Chen allegedly supplied to adidas; adidas provided a response to a request for comment from journalists.,"In October 2022, 39 trade union leaders working at Pou Chen factory had been dismissed following protests calling for a wage increase and better working conditions.","Attacks on freedom of association,Unfair dismissal",https://www.ecotextile.com/2022110330014/social-compliance-csr-news/adidas-supplier-sacked-striking-workers.html,https://www.business-humanrights.org/en/latest-news/myanmar-thirty-nine-trade-union-leaders-at-adidas-supplier-reportedly-dismissed-after-strikes-over-pay-working-conditions/?utm_source=mosaic&utm_medium=api,pou chen
#165 - Shunrong Garments (Myanmar),Shunrong Garments (Myanmar),2022-10-26,300.0,CMP Sport (Reported buyer),"Shunrong Garments (Myanmar) allegedly supplies to CMP Sport; CMP Sport provided a response to a request for comment from the Resource Centre, stating it does not source from the factory.","In October 2022, it was reported that workers were facing a series of violations at the factory, including denial of leave, mandatory and unpaid overtime if the production targets were not met, wage deductions, verbal abuse and threats, unfair dismissals and non-payment of compensation for workers who are not aware of their rights, child labour, unclean drinking water, no responsibility for  workplace injuries, the dismissal of pregnant women, and workers forcibly moved to other factories without consent.","Child labour,Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unfair dismissal,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-violations-at-garment-factory-incl-child-labour-verbal-abuse-mandatory-overtime-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-alleged-cmp-sports-supplier-report-multiple-labour-rights-violations-incl-child-labour-denial-of-leave-forced-overtime/?utm_source=mosaic&utm_medium=api,shunrong garments (myanmar)
#164 - New Green Land Garment,New Green Land Garment,2022-10-26,,,,"In November 2022, it was reported that workers at New Green Land Garment were being bullied and threatened into working mandatory overtime, and faced security issues and difficulties accessing food when returning home from overtime shifts.","Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Unsafe working conditions",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-reportedly-forced-to-work-overtime-against-their-will/?utm_source=mosaic&utm_medium=api,new green land garment
#163 - Myanmar City Garment Factory,Myanmar City Garment Factory,2022-10-23,850.0,"American Holic (Buyer),Stripe International (Buyer)",Myanmar City Garment factory allegedly supplies to American Holic; American Holic did not provide a response to a request for comment from the Resource Centre.,"In October 2022, it was reported that workers at Myanmar City Garment Factory, including pregnant women, were forced to work overtime shifts without overtime pay if they did not meet the production standards. Workers who did not work overtime would face wage deductions.","Gender-based violence and harassment,Inhumane work rates and mandatory overtime,Reduced wages and wage theft",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-allegedly-forced-to-work-unpaid-overtime-shifts-if-targets-are-not-met-or-face-wage-deductions-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-myanmar-city-garment-factory-allegedly-forced-to-work-overtime-incl-pregnant-women/?utm_source=mosaic&utm_medium=api,myanmar city garment factory
#162 - Dangxin Garment (Myanmar),Dangxin Garment (Myanmar),2022-10-21,200.0,Terranova (Buyer),Dangxin Garment (Myanmar) allegedly supplies to Terranova; Terranova did not provide a response to a request for comment from the Resource Centre,"In October 2022, it was reported that over 200 workers at Dangxin Garment factory, including day labourers and workers on probation, had been dismissed for no reason. A worker who complained to the Labour Relations Office about working conditions was also dismissed.",Unfair dismissal,https://www.business-humanrights.org/en/latest-news/myanmar-garment-factory-accused-of-dismissing-over-200-workers-incl-worker-who-reported-conditions-to-labour-relations-office-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-over-200-garment-workers-at-factory-allegedly-dismissed-for-no-reason/?utm_source=mosaic&utm_medium=api,dangxin garment (myanmar)
#161 - Myanmar LNY Caps,Myanmar LNY Caps,2022-10-19,1000.0,"'47 (Buyer),Cap America (Buyer),Otto Caps (Buyer)","Myanmar LNY Caps allegedly supplies to Otto Caps, '47 Brands and Cap America; None of the brands responded to a request for comment from the Resource Centre.","In October 2022, it was reported that workers for Myanmar LNY Caps were facing a series of violations at the factory, including denial of leave, mandatory and unpaid overtime if the production targets were not met, women workers walking home from night shifts as there had been no ferries arranged by the factory, underage workers facing threats, and verbal abuse.","Child labour,Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-hat-factory-report-labour-rights-violations-incl-forced-overtime-child-labour-verbal-abuse-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-cap-factory-allegedly-face-forced-overtime-if-targets-are-not-met-denied-leave-verbal-abuse/?utm_source=mosaic&utm_medium=api,myanmar lny caps
#160 - Tha Shu Myanmar Apparel,Tha Shu Myanmar Apparel,2022-10-14,300.0,,,"In October 2022,  it was reported that workers at Tha Shu Myanmar Apparel factory were facing a series of violations at the factory, including low wages, the dismissal of workers without compensation, denial of leave and wage deductions if workers missed a day without permission, and mandatory overtime if workers could not meet targets.","Denial of leave,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unfair dismissal",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-multiple-rights-violations-incl-unfair-dismissals-denial-of-leave-forced-overtime/?utm_source=mosaic&utm_medium=api,tha shu myanmar apparel
#159 - Tha Shu Myanmar Apparel,Tha Shu Myanmar Apparel,2022-10-14,10.0,,,"On 17 September 2022, more than ten workers at Tha Shu Myanmar Apparel factory with six months of experience were fired without any prior notice and without compensation.","Reduced wages and wage theft,Unfair dismissal",,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-multiple-rights-violations-incl-unfair-dismissals-denial-of-leave-forced-overtime/?utm_source=mosaic&utm_medium=api,tha shu myanmar apparel
#158 - Pou Chen,Pou Chen,2022-10-12,1500.0,adidas (Buyer),Pou Chen Myanmar supplies to adidas; adidas provided a response to a request for comment from the Resource Centre.,"In October 2022, it was reported that around 1,000 workers from the factory protested in demand of an increase in their wages, due to a rise in living costs. The workers’ demands also included: allowing a trade union to represent workers and negotiate for them inside the factory; better working conditions including drinking water in the factory; the safe-keeping of workers’ vehicles and transport facilities for those who do not own vehicles; supervisors who verbally abuse workers to face punishment.","Attacks on freedom of association,Gender-based violence and harassment,Harassment intimidation and abuse,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-adidas-supplier-face-protests-of-over-1500-workers-calling-for-wage-increase-union-recognition-improved-working-conditions-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-over-1000-garment-workers-at-adidas-supplier-demand-wage-increase-amid-rising-living-costs/?utm_source=mosaic&utm_medium=api,pou chen
#157 - Tianjin Fashion Milestone,Tianjin Fashion Milestone,2022-10-07,1000.0,"Bestseller (Buyer),Inditex (Reported buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Buyer),Primark (part of Associated British Foods) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Vero Moda (part of Bestseller) (Buyer),Zara (part of Inditex) (Reported buyer)","Tianjin Fashion Milestone allegedly supplies to Inditex for its ZARA brand, BESTSELLER for its ONLY and VERO MODA brands, LPP S.A for its Sinsay brand and Primark; Primark and BESTSELLER provided a response to a request for comment from the Resource Centre. Primark said its final handover as a result of its responsible exit took place in June 2023. Inditex and LPP S.A. has previously stated it does not source from the factory.
In September 2024, LPP informed us it sources from the factory.","In October 2022, it was reported that the Workers' Committee, selected by Tianjin Fashion Milestone, remained silent on labour rights issues workers were reporting.",Attacks on freedom of association,https://www.business-humanrights.org/en/latest-news/myanmar-over-200-garment-workers-allegedly-dismissed-from-factory-due-to-cancelled-orders-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-hundreds-of-garment-workers-at-tianjin-fashion-milestone-protest-over-the-dismissal-of-200-workers-due-to-low-orders/?utm_source=mosaic&utm_medium=api,tianjin fashion milestone
#156 - Tianjin Fashion Milestone,Tianjin Fashion Milestone,2022-10-07,200.0,"Bestseller (Buyer),Inditex (Reported buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Buyer),Primark (part of Associated British Foods) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Vero Moda (part of Bestseller) (Buyer),Zara (part of Inditex) (Reported buyer)","Tianjin Fashion Milestone allegedly supplies to Inditex for its ZARA brand, BESTSELLER for its ONLY and VERO MODA brands, LPP S.A for its Sinsay brand and Primark; Primark and BESTSELLER provided a response to a request for comment from the Resource Centre. Primark said its final handover as a result of its responsible exit took place in June 2023. Inditex and LPP S.A. has previously stated it does not source from the factory.
In September 2024, LPP informed us it sources from the factory.","On 4 October 2022, over 200 workers who had been employed for less than six months were informed they would be laid off due to cancelled orders. Workers staged a protest, calling for Tianjin Fashion Milestone to act in accordance with the law.",Unfair dismissal,https://www.business-humanrights.org/en/latest-news/myanmar-over-200-garment-workers-allegedly-dismissed-from-factory-due-to-cancelled-orders-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-hundreds-of-garment-workers-at-tianjin-fashion-milestone-protest-over-the-dismissal-of-200-workers-due-to-low-orders/?utm_source=mosaic&utm_medium=api,tianjin fashion milestone
#155 - Myanmar Knitting Factory,Myanmar Knitting Factory,2022-09-29,4969.0,"Marks & Spencer (Former buyer),Primark (part of Associated British Foods) (Former buyer)","Myanmar Knitting was allegedly supplying or has supplied to Primark and Marks & Spencer; both companies provided a response to a request from the Resource Centre. In October 2023, Primark informed the Resource Centre that its final handover of products from this factory was in August 2022, and Marks & Spencer informed the Resource Centre that its last orders from Myanmar took place in April 2023.","In September 2022, it was reported that workers at Myanmar Knitting Factory were facing a series of violations at the factory, including excessive production targets and dismissal if workers failed to meet the targets, mandatory overtime, and the dismissal of trade union leaders and union members.","Attacks on freedom of association,Inhumane work rates and mandatory overtime,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-the-dismissal-of-trade-union-members-excessive-production-targets-at-myanmar-knitting-factory-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-myanmar-knitting-allegedly-dismissed-if-unfair-targets-are-not-met/?utm_source=mosaic&utm_medium=api,myanmar knitting factory
#154 - Yi Cai Garment,Yi Cai Garment,2022-09-28,500.0,"Inditex (Reported buyer),Zara (part of Inditex) (Reported buyer)","Yi Cai allegedly supplies to Inditex for its Zara brand; Inditex provided a response to a request for comment from the Resource Centre, stating it does not source from the factory.","In September 2022, it was reported that the Yi Ca factory had temporarily closed without paying workers’ salary or compensation according to the law.",Reduced wages and wage theft,https://www.business-humanrights.org/en/latest-news/myanmar-yi-cai-garment-factory-reported-closes-without-paying-workers-wages-or-compensation-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-yi-cai-factory-reportedly-closed-without-paying-workers-compensation-according-to-the-law/?utm_source=mosaic&utm_medium=api,yi cai garment
#153 - Best Choice Garment,Best Choice Garment,2022-09-27,1.0,Voile Bleue (Buyer),Best Choice Garment allegedly supplies to Voile Bleue; Voile Bleue did not provide a response to a request for comment from the Resource Centre.,"In September 2022, it was reported that a garment worker who had been hired at Best Choice Garment was told to quit three days later because he was a union leader.","Attacks on freedom of association,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-union-leader-dismissed-at-garment-factory-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-union-leader-dismissed-alleges-violations-of-workers-rights-freedom-of-association-at-factory/?utm_source=mosaic&utm_medium=api,best choice garment
#152 - Myanmar Efforts Garment Factory,Myanmar Efforts Garment Factory,2022-09-21,1000.0,Hunkemoller (Buyer),Myanmar Efforts Garment is allegedly supplying or has supplied Hunkemoller; Hunkemoller provided a statement in response to a request from the Resource Centre.,"In September 2022, it was reported that over 200 workers at Myanmar Efforts Garment Factory were illegally dismissed without compensation, reportedly due to a lack of orders. The remaining workers at the factory were allegedly forced to take seniority leave without their consent.","Reduced wages and wage theft,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-over-200-workers-at-hunkemoller-supplier-reportedly-dismissed-without-compensation-due-to-lack-of-orders-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-illegal-dismissal-of-over-200-workers-at-hunkemoller-supplier/?utm_source=mosaic&utm_medium=api,myanmar efforts garment factory
#151 - Myanmar Lucky Garment Factory,Myanmar Lucky Garment Factory,2022-09-21,,Inditex (Reported buyer),"Myanmar Lucky Garment Factory is allegedly supplying or has supplied to Inditex; Inditex provided a statement in response to a request from the Resource Centre, stating it does not source from the factory.","In September 2022, it was reported that workers were facing a series of violations at the Myanmar Lucky Garment Factory, including workers forced to work overtime without pay if they failed to meet increased targets, and workers refused a gate pass to leave the factory during work hours. Workers also reported they were unable to report their complaints to anyone, and that they had been instructed to tell inspectors that working conditions at the factory were good.","Denial of leave,Inhumane work rates and mandatory overtime,Reduced wages and wage theft",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-allege-multiple-labour-rights-violations-at-factory-incl-forced-overtime-if-targets-are-not-met-workers-forced-to-lie-about-conditions-during-inspections-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-reportedly-unable-to-report-labour-rights-violations-at-factory-forced-to-deny-allegations-during-inspections/?utm_source=mosaic&utm_medium=api,myanmar lucky garment factory
#150 - Sheng Da Ming Apparel,Sheng Da Ming Apparel,2022-09-19,,"Inditex (Reported buyer),Zara (part of Inditex) (Reported buyer)","Sheng Da Ming Apparel supplies to Inditex for its Zara brand; Inditex provided a response to a request for comment from the Resource Centre, stating it does not source from the factory.","In September 2022, it was reported that workers at Sheng Da Ming Apparel factory were forced to work overtime night shifts without overtime pay. Workers reported that some workers had fainted due to working until dawn, and that the factory had not arranged ferries to transport workers home after their night shifts.","Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unsafe working conditions",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-allegedly-forced-to-work-unpaid-overnight-shifts-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-allegedly-faint-after-being-forced-to-work-overnight-without-overtime-pay-to-complete-orders/?utm_source=mosaic&utm_medium=api,sheng da ming apparel
#149 - Sheng Da Ming Apparel,Sheng Da Ming Apparel,2022-09-19,17.0,"Inditex (Reported buyer),Zara (part of Inditex) (Reported buyer)","Sheng Da Ming Apparel supplies to Inditex for its Zara brand; Inditex provided a response to a request for comment from the Resource Centre, stating it does not source from the factory.","On 16 September 2022, up to 17 junior workers at Sheng Da Ming Apparel factory were dismissed without compensation, because they had told the factory they could not work unpaid overtime shifts.","Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-allegedly-forced-to-work-unpaid-overnight-shifts-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-allegedly-faint-after-being-forced-to-work-overnight-without-overtime-pay-to-complete-orders/?utm_source=mosaic&utm_medium=api,sheng da ming apparel
#148 - Eslite Garment,Eslite Garment,2022-09-19,2700.0,Carhartt (Buyer),Eslite Garment allegedly supplies to Carhartt; Carhartt provided a response to a request for comment from the Resource Centre.,"In September 2022, workers at an Eslite Garment factory reported verbal abuse and threats from the factory owner’s secretary, which has reportedly become worse. Workers also reported that their workload doubled, adding to their stress.","Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-verbal-abuse-threats-from-senior-staff-member-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-verbal-abuse-at-carhartt-supplier/?utm_source=mosaic&utm_medium=api,eslite garment
#147 - Saung Oo Shwe Nay (Golden Sunshine),Saung Oo Shwe Nay (Golden Sunshine),2022-09-18,6.0,"Hennes & Mauritz (H&M) (Former buyer),New Yorker (Buyer)","Saung Oo Shwe Nay (Golden Sunshine) allegedly supplies to H&M; H&M provided a response to a request for comment from the Resource Centre.
In September 2024 H&M stated it no longer sources from the factory, and New Yorker did not provide a response to a request for comment from the Resource Centre.","On 12 September 2022, six workers at Saung Oo Shwe Nay (Golden Sunshine) who had not met their targets were allegedly forced to walk on their knees as a punishment, and subjected to verbal abuse and harassment.","Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime",https://www.business-humanrights.org/en/latest-news/myanmar-workers-at-hm-supplier-allegedly-forced-to-walk-on-their-knees-as-punishment-for-failing-to-meet-production-targets-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-at-hm-supplier-reportedly-forced-to-walk-on-their-knees-after-failing-to-meet-targets/?utm_source=mosaic&utm_medium=api,saung oo shwe nay (golden sunshine)
#146 - Nexstar Garment Manufacturing,Nexstar Garment Manufacturing,2022-09-18,49.0,"Tendam (Buyer),Women'secret (part of Tendam) (Buyer)",Nexstar Garment Manufacturing allegedly supplies to Tendam for its brand Women'secret; Tendam provided a response to a request for comment from the Resource Centre.,"On 2 September 2022, 49 workers with less than one year of experience were dismissed without prior notice.",Unfair dismissal,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-allegedly-face-series-of-violations-at-factory-incl-dismissals-without-compensation-denial-of-social-security-benefits-verbal-abuse-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-illegal-dismissals-denial-of-social-security-benefits/?utm_source=mosaic&utm_medium=api,nexstar garment manufacturing
#145 - Nexstar Garment Manufacturing,Nexstar Garment Manufacturing,2022-09-18,1500.0,"Tendam (Buyer),Women'secret (part of Tendam) (Buyer)",Nexstar Garment Manufacturing allegedly supplies to Tendam for its brand Women'secret; Tendam provided a response to a request for comment from the Resource Centre.,"In September 2022, it was reported that workers were facing a series of violations at the factory, including dismissals without compensation due to lack of orders and if workers missed a day of work, denial of leave, denial of social security benefits, mandatory overtime on Sundays, and verbal abuse.","Denial of leave,Gender-based violence and harassment,Harassment intimidation and abuse,Inhumane work rates and mandatory overtime,Reduced wages and wage theft,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-allegedly-face-series-of-violations-at-factory-incl-dismissals-without-compensation-denial-of-social-security-benefits-verbal-abuse-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-workers-report-illegal-dismissals-denial-of-social-security-benefits/?utm_source=mosaic&utm_medium=api,nexstar garment manufacturing
#144 - Kingsrich (Myanmar) Fashion,Kingsrich (Myanmar) Fashion,2022-09-16,1.0,"Hennes & Mauritz (H&M) (Buyer),Marks & Spencer (Buyer)",Kingsrich (Myanmar) Fashion allegedly supplies to Marks & Spencer and H&M; both brands provided a response to a request for comment from the Resource Centre.,"In September 2022, it was reported that a worker at the factory was forced to quit, or else they would face blacklisting, and had not been paid severance.","Harassment intimidation and abuse,Reduced wages and wage theft,Unfair dismissal",https://www.business-humanrights.org/en/latest-news/myanmar-garment-worker-allegedly-forced-to-resign-or-face-blacklisting-incl-co-responses/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-garment-worker-reprotedly-dismissed-denied-severance-pay-after-factory-blacklisted-for-late-repayment-of-loan/?utm_source=mosaic&utm_medium=api,kingsrich (myanmar) fashion
#143 - Sioen Industries,Sioen Industries,2022-09-15,1.0,Sioen Industries (Buyer),SIOEN Myanmar garment factory supplies to its parent company SIOEN Industries. SIOEN provided a response to BHRRC's request for comment.,"On 24 August 2021, a woman worker and union member – Ma Khin Thandar Moe – was arrested at SIOEN Myanmar Garment factory by the military, after publishing a Facebook post in which she stated her support for the interim National Unity Government. She was charged under Section 505(a) of the penal code, which rights groups have criticised as a sweeping law that has been revised by the junta with much broader language to punish anyone who criticises the coup or the military.","Attacks on freedom of association,Business-military collusion,Imprisonment arrests & detention",https://www.business-humanrights.org/en/latest-news/myanmar-garment-worker-allegedly-arrested-by-the-military-after-expressing-support-for-the-national-interim-unity-government-on-social-media-incl-co-response/?utm_source=mosaic&utm_medium=api,https://www.business-humanrights.org/en/latest-news/myanmar-woman-worker-at-sioen-myanmar-garment-factory-arrested-by-military-over-facebook-posts-in-support-of-the-national-unity-government/?utm_source=mosaic&utm_medium=api,sioen industries
